id,location,location_link,incident_date,report_details,contact_info,report_type,status,latitude,longitude
93038,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/19/2020 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,صح,مشادة,تم الاغلاق,24.091071,32.897306
19758,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/20/2020 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,صح,تحرش,تم الحل,24.091071,32.897306
51618,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/20/2020 0:00,حدثت مشادة داخل محل تجاري.,صح,مشادة,قيد المعالجة,24.091071,32.897306
24096,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/22/2020 0:00,قام شخص بسرقة السيارة أثناء ركنها أمام المنزل.,غلط,سرقة,تم استلام البلاغ,24.091071,32.897306
27284,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/24/2020 0:00,تمت سرقة نقودي من المحفظة في السوق.,صح,سرقة,تم الاغلاق,24.091071,32.897306
92735,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/24/2020 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,صح,مشادة,قيد المراجعة,24.091071,32.897306
97201,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/26/2020 0:00,تم الإبلاغ عن حالة تحرش داخل أحد المولات.,غلط,تحرش,تم الاغلاق,24.091071,32.897306
1577,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/28/2020 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,صح,اعتداء,تم الاغلاق,24.091071,32.897306
35768,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/28/2020 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,غلط,اعتداء,تم الحل,24.091071,32.897306
28324,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/28/2020 0:00,حدثت مشادة داخل محل تجاري.,صح,مشادة,تم الحل,24.091071,32.897306
53981,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/28/2020 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,غلط,تحرش,قيد المراجعة,24.091071,32.897306
26212,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,9/30/2020 0:00,يوجد شخص يطالبني بمبلغ مالي مقابل عدم فضح أمر شخصي.,صح,ابتزاز,قيد المعالجة,24.091071,32.897306
65572,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/1/2020 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,غلط,مشادة,قيد المراجعة,24.091071,32.897306
41916,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/2/2020 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,صح,تحرش,قيد المراجعة,24.091071,32.897306
39691,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/3/2020 0:00,تم سرقة هاتفي المحمول أثناء وجودي في محطة المترو.,غلط,سرقة,قيد المراجعة,24.091071,32.897306
47877,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/3/2020 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,غلط,اعتداء,تم الحل,24.091071,32.897306
17907,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/3/2020 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,غلط,مشادة,قيد المراجعة,24.091071,32.897306
67081,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/3/2020 0:00,يوجد شخص يطالبني بمبلغ مالي مقابل عدم فضح أمر شخصي.,غلط,ابتزاز,تم الاغلاق,24.091071,32.897306
70701,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/4/2020 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,صح,تحرش,تم الاغلاق,24.091071,32.897306
73098,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/4/2020 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,غلط,مشادة,قيد المراجعة,24.091071,32.897306
75559,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/5/2020 0:00,تعرضت لتحرش لفظي في الشارع بالقرب من الجامعة.,صح,تحرش,تم الحل,24.091071,32.897306
54964,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/6/2020 0:00,تم سرقة هاتفي المحمول أثناء وجودي في محطة المترو.,غلط,سرقة,تم استلام البلاغ,24.091071,32.897306
22057,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/8/2020 0:00,حدثت مشادة داخل محل تجاري.,صح,مشادة,قيد المعالجة,24.091071,32.897306
51504,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/9/2020 0:00,تعرضت لتحرش لفظي في الشارع بالقرب من الجامعة.,صح,تحرش,قيد المعالجة,24.091071,32.897306
78067,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/9/2020 0:00,تم ابتزازي برسائل نصية تهديدية.,صح,ابتزاز,قيد المعالجة,24.091071,32.897306
93926,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/9/2020 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,غلط,مشادة,تم الحل,24.091071,32.897306
46300,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/10/2020 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,صح,اعتداء,قيد المراجعة,24.091071,32.897306
14297,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/11/2020 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,غلط,ابتزاز,تم الحل,24.091071,32.897306
58440,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/11/2020 0:00,تم الاعتداء علي بالضرب أمام أحد المحلات.,صح,اعتداء,تم استلام البلاغ,24.091071,32.897306
50943,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/11/2020 0:00,تم سرقة هاتفي المحمول أثناء وجودي في محطة المترو.,صح,سرقة,تم الحل,24.091071,32.897306
66460,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/11/2020 0:00,مشاجرة أدت إلى اعتداء جماعي وإصابات.,غلط,اعتداء,تم الحل,24.091071,32.897306
78331,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/14/2020 0:00,تعرضت لسرقة حقيبتي في الشارع.,غلط,سرقة,تم الحل,24.091071,32.897306
96319,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/14/2020 0:00,حصلت مشادة كلامية بيني وبين السائق في الميكروباص.,صح,مشادة,قيد المراجعة,24.091071,32.897306
4780,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/15/2020 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,صح,ابتزاز,تم استلام البلاغ,24.091071,32.897306
61978,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/15/2020 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,غلط,ابتزاز,تم استلام البلاغ,24.091071,32.897306
20286,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/16/2020 0:00,تعرضت لسرقة حقيبتي في الشارع.,غلط,سرقة,تم استلام البلاغ,24.091071,32.897306
68065,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/16/2020 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,غلط,تحرش,قيد المراجعة,24.091071,32.897306
48065,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/17/2020 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,صح,اعتداء,تم استلام البلاغ,24.091071,32.897306
17628,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/18/2020 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,غلط,مشادة,تم الحل,24.091071,32.897306
11947,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/19/2020 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,صح,اعتداء,قيد المراجعة,24.091071,32.897306
81283,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/19/2020 0:00,مشاجرة أدت إلى اعتداء جماعي وإصابات.,غلط,اعتداء,قيد المعالجة,24.091071,32.897306
92806,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/20/2020 0:00,قام شخص بمحاولة التحرش بي في الحافلة.,غلط,تحرش,تم استلام البلاغ,24.091071,32.897306
68003,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/22/2020 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,صح,تحرش,تم الحل,24.091071,32.897306
23415,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/22/2020 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,صح,اعتداء,تم استلام البلاغ,24.091071,32.897306
88228,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/22/2020 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,غلط,ابتزاز,تم الحل,24.091071,32.897306
86321,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/24/2020 0:00,تم الاعتداء علي بالضرب أمام أحد المحلات.,صح,اعتداء,قيد المراجعة,24.091071,32.897306
6167,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/24/2020 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,صح,اعتداء,تم استلام البلاغ,24.091071,32.897306
74202,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/24/2020 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,صح,مشادة,تم الاغلاق,24.091071,32.897306
58472,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/25/2020 0:00,مشادة كلامية في المستشفى بين المريض والطبيب.,غلط,مشادة,قيد المراجعة,24.091071,32.897306
73648,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/26/2020 0:00,حدثت مشادة داخل محل تجاري.,صح,مشادة,قيد المراجعة,24.091071,32.897306
60088,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/29/2020 0:00,تم ابتزازي برسائل نصية تهديدية.,صح,ابتزاز,تم استلام البلاغ,24.091071,32.897306
60301,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/29/2020 0:00,تم ابتزازي برسائل نصية تهديدية.,غلط,ابتزاز,قيد المراجعة,24.091071,32.897306
12622,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/29/2020 0:00,قام شخص بسرقة السيارة أثناء ركنها أمام المنزل.,صح,سرقة,تم الاغلاق,24.091071,32.897306
9435,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,10/31/2020 0:00,تم الإبلاغ عن حالة تحرش داخل أحد المولات.,صح,تحرش,تم الحل,24.091071,32.897306
6460,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/1/2020 0:00,تمت سرقة نقودي من المحفظة في السوق.,غلط,سرقة,تم استلام البلاغ,24.091071,32.897306
76131,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/4/2020 0:00,قام شخص بسرقة السيارة أثناء ركنها أمام المنزل.,غلط,سرقة,تم الحل,24.091071,32.897306
64247,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/6/2020 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,صح,ابتزاز,قيد المراجعة,24.091071,32.897306
26893,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/6/2020 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,غلط,ابتزاز,قيد المراجعة,24.091071,32.897306
55318,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/7/2020 0:00,تم سرقة هاتفي المحمول أثناء وجودي في محطة المترو.,صح,سرقة,تم استلام البلاغ,24.091071,32.897306
48768,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/8/2020 0:00,تعرضت لتحرش لفظي في الشارع بالقرب من الجامعة.,صح,تحرش,قيد المراجعة,24.091071,32.897306
32405,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/10/2020 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,غلط,تحرش,تم استلام البلاغ,24.091071,32.897306
33944,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/11/2020 0:00,يوجد شخص يطالبني بمبلغ مالي مقابل عدم فضح أمر شخصي.,غلط,ابتزاز,تم استلام البلاغ,24.091071,32.897306
52758,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/11/2020 0:00,يوجد شخص يطالبني بمبلغ مالي مقابل عدم فضح أمر شخصي.,غلط,ابتزاز,قيد المعالجة,24.091071,32.897306
64871,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/12/2020 0:00,تم ابتزازي برسائل نصية تهديدية.,صح,ابتزاز,تم استلام البلاغ,24.091071,32.897306
76452,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/13/2020 0:00,مشاجرة أدت إلى اعتداء جماعي وإصابات.,صح,اعتداء,تم الاغلاق,24.091071,32.897306
23847,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/14/2020 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,صح,اعتداء,قيد المراجعة,24.091071,32.897306
43546,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/18/2020 0:00,تعرضت لسرقة حقيبتي في الشارع.,غلط,سرقة,قيد المراجعة,24.091071,32.897306
24482,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/18/2020 0:00,تمت سرقة نقودي من المحفظة في السوق.,غلط,سرقة,تم الحل,24.091071,32.897306
61644,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/21/2020 0:00,تم سرقة هاتفي المحمول أثناء وجودي في محطة المترو.,صح,سرقة,تم الحل,24.091071,32.897306
44372,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/22/2020 0:00,تم الإبلاغ عن حالة تحرش داخل أحد المولات.,غلط,تحرش,تم الحل,24.091071,32.897306
54403,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/22/2020 0:00,تم الاعتداء علي بالضرب أمام أحد المحلات.,صح,اعتداء,قيد المراجعة,24.091071,32.897306
58175,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/23/2020 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,صح,مشادة,قيد المراجعة,24.091071,32.897306
32758,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/24/2020 0:00,تحرش لفظي وجسدي أثناء خروجي من العمل.,صح,تحرش,تم استلام البلاغ,24.091071,32.897306
1071,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/24/2020 0:00,تعرضت لتحرش لفظي في الشارع بالقرب من الجامعة.,صح,تحرش,تم الاغلاق,24.091071,32.897306
45081,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/25/2020 0:00,تمت سرقة نقودي من المحفظة في السوق.,صح,سرقة,قيد المراجعة,24.091071,32.897306
27603,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/25/2020 0:00,مشادة كلامية بين جارين بسبب موقف سيارات.,صح,مشادة,قيد المراجعة,24.091071,32.897306
75766,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/27/2020 0:00,تعرضت لتحرش لفظي في الشارع بالقرب من الجامعة.,صح,تحرش,قيد المراجعة,24.091071,32.897306
34245,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/27/2020 0:00,تم ابتزازي برسائل نصية تهديدية.,صح,ابتزاز,تم استلام البلاغ,24.091071,32.897306
6101,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,11/30/2020 0:00,تم الإبلاغ عن حالة تحرش داخل أحد المولات.,غلط,تحرش,قيد المراجعة,24.091071,32.897306
46451,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,12/1/2020 0:00,تعرض شخص لإصابة نتيجة اعتداء في الشارع.,غلط,اعتداء,تم الاغلاق,24.091071,32.897306
65091,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,12/2/2020 0:00,تعرضت لابتزاز إلكتروني عن طريق وسائل التواصل.,صح,ابتزاز,تم الاغلاق,24.091071,32.897306
49359,"أسوان, مصر",https://www.google.com/maps/search/?api=1&query=%D8%A3%D8%B3%D9%88%D8%A7%D9%86%2C%20%D9%85%D8%B5%D8%B1,12/3/2020 0:00,حصل اعتداء جسدي باستخدام سلاح أبيض.,غلط,اعتداء,قيد المعالجة,24.091071,32.897306
